month,employee_name,user_id,email,role,supervisor
05/01/2017,Allegra Mia Pierce,AMP0662,Allegra.Mia.Pierce@dtaa.com,SoftwareEngineer,Gabriel Camden Joseph
05/01/2017,Ciaran Casey Fuller,CCF0877,Ciaran.Casey.Fuller@dtaa.com,Technician,Hunter Stephen Slater
05/01/2017,Scarlett Kerry Charles,SKC0670,Scarlett.Kerry.Charles@dtaa.com,ProductionLineWorker,Abraham Perry Reyes
05/01/2017,Damon Hyatt Boyle,DHB0696,Damon.Hyatt.Boyle@dtaa.com,Salesman,Castor Chaim Combs
05/01/2017,Shad Prescott Best,SPB0408,Shad.Prescott.Best@dtaa.com,MechanicalEngineer,Edan Quinn Randolph
05/01/2017,Graham Neville Davis,GND0780,Graham.Neville.Davis@dtaa.com,ComputerProgrammer,India Karina Todd
05/01/2017,Sybil Eliana Britt,SEB0150,Sybil.Eliana.Britt@dtaa.com,FinancialAnalyst,Palmer Nathaniel Church
05/01/2017,Joy Quon Justice,JQJ0479,Joy.Quon.Justice@dtaa.com,Technician,William Vernon Booth
05/01/2017,Vaughan Xerxes Anderson,VXA0673,Vaughan.Xerxes.Anderson@dtaa.com,ProductionLineWorker,Abraham Perry Reyes
05/01/2017,Erich Addison Le,EAL0240,Erich.Addison.Le@dtaa.com,MechanicalEngineer,Benjamin Gannon Rodriquez
05/01/2017,Mariam Roary Jacobs,MRJ0321,Mariam.Roary.Jacobs@dtaa.com,Technician,Gisela Kelsie Yates
05/01/2017,Hakeem Walter Bond,HWB0420,Hakeem.Walter.Bond@dtaa.com,ProductionLineWorker,Brenna Martha Russell
05/01/2017,Carson Quinn Peters,CQP0232,Carson.Quinn.Peters@dtaa.com,MechanicalEngineer,Benjamin Gannon Rodriquez
05/01/2017,Ria Alice Rivas,RAR0927,Ria.Alice.Rivas@dtaa.com,ProductionLineWorker,Theodore Upton Barry
05/01/2017,Aidan Hilel Morton,AHM0091,Aidan.Hilel.Morton@dtaa.com,ElectricalEngineer,Evan Bevis Colon
05/01/2017,Holmes Troy Burnett,HTB0658,Holmes.Troy.Burnett@dtaa.com,SoftwareEngineer,Gabriel Camden Joseph
05/01/2017,Kai Susan Chaney,KSC0255,Kai.Susan.Chaney@dtaa.com,MaterialsEngineer,Anastasia Ava Curry
05/01/2017,Amanda Beatrice Wall,ABW0271,Amanda.Beatrice.Wall@dtaa.com,MechanicalEngineer,Melissa Ruby Knight
05/01/2017,Yvonne Desiree Gutierrez,YDG0180,Yvonne.Desiree.Gutierrez@dtaa.com,Technician,Gisela Kelsie Yates
05/01/2017,Demetrius Armando Lara,DAL0189,Demetrius.Armando.Lara@dtaa.com,PurchasingClerk,Jayme Adrienne Jarvis
05/01/2017,Cameran Sheila Conrad,CSC0581,Cameran.Sheila.Conrad@dtaa.com,Salesman,Nicole Maris Valentine
05/01/2017,Edward Hu Pickett,EHP0795,Edward.Hu.Pickett@dtaa.com,ProductionLineWorker,Hector Davis Ellison
05/01/2017,Reagan Shafira Castaneda,RSC0642,Reagan.Shafira.Castaneda@dtaa.com,Mathematician,Quon Rana Flynn
05/01/2017,Chancellor Lee Ratliff,CLR0460,Chancellor.Lee.Ratliff@dtaa.com,Salesman,Bo Mira Dillard
05/01/2017,Ruth Daphne Carver,RDC0283,Ruth.Daphne.Carver@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
05/01/2017,Myra Casey Lambert,MCL0139,Myra.Casey.Lambert@dtaa.com,Manager,Buffy Meredith Giles
05/01/2017,Ursula Quail Robbins,UQR0361,Ursula.Quail.Robbins@dtaa.com,ComputerScientist,Odysseus Finn Shepherd
05/01/2017,Hammett Robert Herrera,HRH0272,Hammett.Robert.Herrera@dtaa.com,ElectricalEngineer,Melissa Ruby Knight
05/01/2017,Nicholas Jason Potter,NJP0752,Nicholas.Jason.Potter@dtaa.com,Technician,Porter Hop Livingston
05/01/2017,Velma Marah Torres,VMT0475,Velma.Marah.Torres@dtaa.com,Technician,William Vernon Booth
05/01/2017,Serina Idola Douglas,SID0429,Serina.Idola.Douglas@dtaa.com,ProductionLineWorker,Brenna Martha Russell
05/01/2017,Zelenia Neve Snider,ZNS0213,Zelenia.Neve.Snider@dtaa.com,ITAdmin,Jaquelyn Yoshi Mckinney
05/01/2017,Bert Beau Sloan,BBS0474,Bert.Beau.Sloan@dtaa.com,Technician,William Vernon Booth
05/01/2017,Herrod Stewart Monroe,HSM0330,Herrod.Stewart.Monroe@dtaa.com,Technician,Gisela Kelsie Yates
05/01/2017,Palmer Ahmed Sutton,PAS0349,Palmer.Ahmed.Sutton@dtaa.com,Mathematician,Haviva Jada Molina
05/01/2017,Chaney Sean Fuentes,CSF0929,Chaney.Sean.Fuentes@dtaa.com,ProductionLineWorker,Theodore Upton Barry
05/01/2017,Ashton Lucius Mccarty,ALM0073,Ashton.Lucius.Mccarty@dtaa.com,AdministrativeAssistant,Benjamin Gannon Rodriquez
05/01/2017,Simone Vielka Peck,SVP0644,Simone.Vielka.Peck@dtaa.com,Physicist,Quon Rana Flynn
05/01/2017,Xena Uma Gibson,XUG0327,Xena.Uma.Gibson@dtaa.com,Technician,Gisela Kelsie Yates
05/01/2017,Glenna Leah Holman,GLH0154,Glenna.Leah.Holman@dtaa.com,Director,Jerome Alec Wallace
05/01/2017,Gisela Kelsie Yates,GKY0171,Gisela.Kelsie.Yates@dtaa.com,FieldServiceEngineer,Glenna Leah Holman
05/01/2017,Jaquelyn Rebekah Valenzuela,JRV0778,Jaquelyn.Rebekah.Valenzuela@dtaa.com,ComputerProgrammer,India Karina Todd
05/01/2017,Wanda Irene Frazier,WIF0497,Wanda.Irene.Frazier@dtaa.com,Technician,William Vernon Booth
05/01/2017,Tucker William Mosley,TWM0306,Tucker.William.Mosley@dtaa.com,Salesman,Hanna Miranda Lindsay
05/01/2017,Todd Amir Cote,TAC0270,Todd.Amir.Cote@dtaa.com,Technician,Melissa Ruby Knight
05/01/2017,Xenos Benjamin Byers,XBB0890,Xenos.Benjamin.Byers@dtaa.com,Scientist,Kasper Thomas Shelton
05/01/2017,Imani Doris Meyer,IDM0326,Imani.Doris.Meyer@dtaa.com,Technician,Gisela Kelsie Yates
05/01/2017,Cherokee Germane Stokes,CGS0138,Cherokee.Germane.Stokes@dtaa.com,AdministrativeAssistant,Buffy Meredith Giles
05/01/2017,Thane Chaney Franklin,TCF0052,Thane.Chaney.Franklin@dtaa.com,Mathematician,Evelyn Xena Santana
05/01/2017,Isaiah Hyatt Talley,IHT0597,Isaiah.Hyatt.Talley@dtaa.com,Salesman,Nicole Maris Valentine
05/01/2017,Len Zachery Vaughn,LZV0162,Len.Zachery.Vaughn@dtaa.com,Salesman,Hanna Miranda Lindsay
05/01/2017,Graiden Tanek Christensen,GTC0331,Graiden.Tanek.Christensen@dtaa.com,Technician,Gisela Kelsie Yates
05/01/2017,Selma Shana Haley,SSH0937,Selma.Shana.Haley@dtaa.com,ProductionLineWorker,Theodore Upton Barry
05/01/2017,Althea Myra Hamilton,AMH0857,Althea.Myra.Hamilton@dtaa.com,Technician,Hunter Stephen Slater
05/01/2017,Bruno Eric Kim,BEK0623,Bruno.Eric.Kim@dtaa.com,Technician,Amethyst Suki Norris
05/01/2017,Drew Ezra Walsh,DEW0770,Drew.Ezra.Walsh@dtaa.com,Mathematician,Emmanuel Casey Wiggins
05/01/2017,Jemima Jane Park,JJP0687,Jemima.Jane.Park@dtaa.com,ProductionLineWorker,Abraham Perry Reyes
05/01/2017,Hunter Flynn Pope,HFP0394,Hunter.Flynn.Pope@dtaa.com,TestEngineer,Edan Quinn Randolph
05/01/2017,Yetta Chava Harvey,YCH0796,Yetta.Chava.Harvey@dtaa.com,ProductionLineWorker,Hector Davis Ellison
05/01/2017,Anne Zia Hawkins,AZH0595,Anne.Zia.Hawkins@dtaa.com,Salesman,Nicole Maris Valentine
05/01/2017,Cassandra Francesca Buchanan,CFB0034,Cassandra.Francesca.Buchanan@dtaa.com,SecurityGuard,Edward Benjamin Buck
05/01/2017,Maia Paloma Long,MPL0185,Maia.Paloma.Long@dtaa.com,Manager,Guy Caesar Finch
05/01/2017,Damon Rashad Weaver,DRW0195,Damon.Rashad.Weaver@dtaa.com,Attorney,Maia Paloma Long
05/01/2017,Emerald Bree Hart,EBH0612,Emerald.Bree.Hart@dtaa.com,Technician,Amethyst Suki Norris
05/01/2017,Hiram Jasper Velez,HJV0721,Hiram.Jasper.Velez@dtaa.com,Salesman,Castor Chaim Combs
05/01/2017,Nyssa Zephr Tyler,NZT0335,Nyssa.Zephr.Tyler@dtaa.com,Technician,Gisela Kelsie Yates
05/01/2017,Danielle Ila Benson,DIB0207,Danielle.Ila.Benson@dtaa.com,SecurityGuard,Edward Benjamin Buck
05/01/2017,Damon Emerson Shelton,DES0075,Damon.Emerson.Shelton@dtaa.com,MechanicalEngineer,Benjamin Gannon Rodriquez
05/01/2017,Laura Aspen Dunlap,LAD0514,Laura.Aspen.Dunlap@dtaa.com,Mathematician,Yeo Xyla Garner
05/01/2017,Iliana Ruth Foley,IRF0054,Iliana.Ruth.Foley@dtaa.com,Scientist,Evelyn Xena Santana
05/01/2017,Suki Daria Puckett,SDP0142,Suki.Daria.Puckett@dtaa.com,AdministrativeAssistant,Myra Casey Lambert
05/01/2017,Cynthia Cheyenne Melton,CCM0822,Cynthia.Cheyenne.Melton@dtaa.com,Salesman,Dennis Carson Mendoza
05/01/2017,Jonathan Gary Casey,JGC0105,Jonathan.Gary.Casey@dtaa.com,MechanicalEngineer,Melissa Ruby Knight
05/01/2017,Baxter Knox Mejia,BKM0492,Baxter.Knox.Mejia@dtaa.com,Technician,William Vernon Booth
05/01/2017,Hakeem Herman Buck,HHB0156,Hakeem.Herman.Buck@dtaa.com,Mathematician,Josephine Sylvia Parsons
05/01/2017,Oscar Reece Cote,ORC0489,Oscar.Reece.Cote@dtaa.com,Technician,William Vernon Booth
05/01/2017,Aline Vanna Rojas,AVR0566,Aline.Vanna.Rojas@dtaa.com,ProductionLineWorker,Herrod Len Parker
05/01/2017,Kasper Zeph Moran,KZM0791,Kasper.Zeph.Moran@dtaa.com,ProductionLineWorker,Hector Davis Ellison
05/01/2017,Janna Aretha Woodward,JAW0003,Janna.Aretha.Woodward@dtaa.com,VicePresident,Kaden Tarik Giles
05/01/2017,Madeson Chanda Foley,MCF0456,Madeson.Chanda.Foley@dtaa.com,Salesman,Bo Mira Dillard
05/01/2017,Giselle Shellie Barnett,GSB0575,Giselle.Shellie.Barnett@dtaa.com,Salesman,Nicole Maris Valentine
05/01/2017,Dante Elmo Weber,DEW0544,Dante.Elmo.Weber@dtaa.com,ProductionLineWorker,Herrod Len Parker
05/01/2017,Kyla Katelyn Calhoun,KKC0234,Kyla.Katelyn.Calhoun@dtaa.com,MechanicalEngineer,Benjamin Gannon Rodriquez
05/01/2017,Octavius Ulric Sexton,OUS0309,Octavius.Ulric.Sexton@dtaa.com,Salesman,Hanna Miranda Lindsay
05/01/2017,Harrison Alec Mccormick,HAM0510,Harrison.Alec.Mccormick@dtaa.com,Physicist,Yeo Xyla Garner
05/01/2017,Raphael Jarrod Hammond,RJH0445,Raphael.Jarrod.Hammond@dtaa.com,Salesman,Bo Mira Dillard
05/01/2017,Brian Jesse Gentry,BJG0120,Brian.Jesse.Gentry@dtaa.com,MechanicalEngineer,Ann Hannah Dickerson
05/01/2017,Chastity Shaine Floyd,CSF0671,Chastity.Shaine.Floyd@dtaa.com,ProductionLineWorker,Abraham Perry Reyes
05/01/2017,Carl Scott Hooper,CSH0056,Carl.Scott.Hooper@dtaa.com,Manager,Vaughan Emery Paul
05/01/2017,Nash Derek Alford,NDA0686,Nash.Derek.Alford@dtaa.com,ProductionLineWorker,Abraham Perry Reyes
05/01/2017,Abigail Rylee Bean,ARB0002,Abigail.Rylee.Bean@dtaa.com,AdministrativeAssistant,Kaden Tarik Giles
05/01/2017,Rudyard Drake Hampton,RDH0439,Rudyard.Drake.Hampton@dtaa.com,ProductionLineWorker,Brenna Martha Russell
05/01/2017,Hyacinth Hanae Leonard,HHL0126,Hyacinth.Hanae.Leonard@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
05/01/2017,Aaron Dolan Hill,ADH0427,Aaron.Dolan.Hill@dtaa.com,ProductionLineWorker,Brenna Martha Russell
05/01/2017,Giacomo Hamilton Giles,GHG0667,Giacomo.Hamilton.Giles@dtaa.com,ProductionLineWorker,Abraham Perry Reyes
05/01/2017,Cassady Riley Alvarez,CRA0098,Cassady.Riley.Alvarez@dtaa.com,AdministrativeAssistant,Melissa Ruby Knight
05/01/2017,Jerome Levi Mcclain,JLM0399,Jerome.Levi.Mcclain@dtaa.com,TestEngineer,Edan Quinn Randolph
05/01/2017,Ramona Sandra Parrish,RSP0404,Ramona.Sandra.Parrish@dtaa.com,TestEngineer,Edan Quinn Randolph
05/01/2017,Tobias Brady Fletcher,TBF0598,Tobias.Brady.Fletcher@dtaa.com,Salesman,Nicole Maris Valentine
05/01/2017,Lysandra Keiko Franks,LKF0122,Lysandra.Keiko.Franks@dtaa.com,AdministrativeAssistant,Gisela Jeanette Watkins
05/01/2017,Evangeline Chava Curtis,ECC0383,Evangeline.Chava.Curtis@dtaa.com,SystemsEngineer,Grady Calvin Morin
05/01/2017,Brynne Irma Britt,BIB0251,Brynne.Irma.Britt@dtaa.com,ElectricalEngineer,Jolene Martha Blake
05/01/2017,Lars Scott Hatfield,LSH0223,Lars.Scott.Hatfield@dtaa.com,Mathematician,Evelyn Xena Santana
05/01/2017,Hunter Stephen Slater,HSS0758,Hunter.Stephen.Slater@dtaa.com,FieldServiceEngineer,Glenna Leah Holman
05/01/2017,Kelsie Mia Humphrey,KMH0998,Kelsie.Mia.Humphrey@dtaa.com,PurchasingClerk,Lana Uma Alexander
05/01/2017,Madeline Mia Schultz,MMS0872,Madeline.Mia.Schultz@dtaa.com,Technician,Hunter Stephen Slater
05/01/2017,Evelyn Xena Santana,EXS0046,Evelyn.Xena.Santana@dtaa.com,LabManager,Jena Vanna White
05/01/2017,Chase Jakeem Manning,CJM0970,Chase.Jakeem.Manning@dtaa.com,ElectricalEngineer,Ann Hannah Dickerson
05/01/2017,Breanna Leila Alexander,BLA0039,Breanna.Leila.Alexander@dtaa.com,ITAdmin,Jaquelyn Yoshi Mckinney
05/01/2017,Dane Bert Mcfadden,DBM0279,Dane.Bert.Mcfadden@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
05/01/2017,Anastasia Ava Curry,AAC0070,Anastasia.Ava.Curry@dtaa.com,ChiefEngineer,Flynn Timothy Tanner
05/01/2017,Judah John Barker,JJB0371,Judah.John.Barker@dtaa.com,SoftwareEngineer,Odysseus Finn Shepherd
05/01/2017,Quentin Benjamin Stout,QBS0449,Quentin.Benjamin.Stout@dtaa.com,Salesman,Bo Mira Dillard
05/01/2017,Edan Quinn Randolph,EQR0340,Edan.Quinn.Randolph@dtaa.com,ChiefEngineer,Flynn Timothy Tanner
05/01/2017,Paula Dorothy Dalton,PDD0188,Paula.Dorothy.Dalton@dtaa.com,PurchasingClerk,Jayme Adrienne Jarvis
05/01/2017,Lana Uma Alexander,LUA0184,Lana.Uma.Alexander@dtaa.com,Manager,Guy Caesar Finch
05/01/2017,Hanna Priscilla Strickland,HPS0247,Hanna.Priscilla.Strickland@dtaa.com,ElectricalEngineer,Jolene Martha Blake
05/01/2017,Adele Ursa Suarez,AUS0564,Adele.Ursa.Suarez@dtaa.com,ProductionLineWorker,Herrod Len Parker
05/01/2017,Ina Karyn Wilkerson,IKW0723,Ina.Karyn.Wilkerson@dtaa.com,Salesman,Castor Chaim Combs
05/01/2017,Maya Iona Huff,MIH0767,Maya.Iona.Huff@dtaa.com,Scientist,Emmanuel Casey Wiggins
05/01/2017,Calvin Asher Nguyen,CAN0178,Calvin.Asher.Nguyen@dtaa.com,Technician,Gisela Kelsie Yates
05/01/2017,Zoe Jena Williams,ZJW0947,Zoe.Jena.Williams@dtaa.com,HumanResourceSpecialist,Ryder Ivan Bowers
05/01/2017,Gay Kylynn Holden,GKH0643,Gay.Kylynn.Holden@dtaa.com,Physicist,Quon Rana Flynn
05/01/2017,Robert Herrod Walter,RHW0592,Robert.Herrod.Walter@dtaa.com,Salesman,Nicole Maris Valentine
05/01/2017,Halee Morgan Wilkins,HMW0274,Halee.Morgan.Wilkins@dtaa.com,MechanicalEngineer,Melissa Ruby Knight
05/01/2017,Delilah Melissa Boyer,DMB0653,Delilah.Melissa.Boyer@dtaa.com,ComputerScientist,Gabriel Camden Joseph
05/01/2017,Russell Len Carpenter,RLC0550,Russell.Len.Carpenter@dtaa.com,ProductionLineWorker,Herrod Len Parker
05/01/2017,Camden Calvin Norris,CCN0067,Camden.Calvin.Norris@dtaa.com,AdministrativeAssistant,Flynn Timothy Tanner
05/01/2017,Suki Ginger Estes,SGE0112,Suki.Ginger.Estes@dtaa.com,Manager,Azalia Inez Benton
05/01/2017,Prescott Chase Lowe,PCL0813,Prescott.Chase.Lowe@dtaa.com,ProductionLineWorker,Hector Davis Ellison
05/01/2017,Christian Thomas Copeland,CTC0050,Christian.Thomas.Copeland@dtaa.com,AdministrativeAssistant,Evelyn Xena Santana
05/01/2017,Hamish Keith Hart,HKH0249,Hamish.Keith.Hart@dtaa.com,ElectricalEngineer,Jolene Martha Blake
05/01/2017,Oscar Simon Terry,OST0939,Oscar.Simon.Terry@dtaa.com,ProductionLineWorker,Theodore Upton Barry
05/01/2017,Kato Rafael Hubbard,KRH0812,Kato.Rafael.Hubbard@dtaa.com,ProductionLineWorker,Hector Davis Ellison
05/01/2017,Jerome Alec Wallace,JAW0007,Jerome.Alec.Wallace@dtaa.com,VicePresident,Kaden Tarik Giles
05/01/2017,Autumn Shaeleigh Fox,ASF0328,Autumn.Shaeleigh.Fox@dtaa.com,Technician,Gisela Kelsie Yates
05/01/2017,Robert Harrison Richard,RHR0856,Robert.Harrison.Richard@dtaa.com,Technician,Hunter Stephen Slater
05/01/2017,Allegra Brianna Stanton,ABS0125,Allegra.Brianna.Stanton@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
05/01/2017,Oleg Ahmed Porter,OAP0953,Oleg.Ahmed.Porter@dtaa.com,ComputerTrainer,Sharon Montana Barnett
05/01/2017,Kelly Cade Barnes,KCB0534,Kelly.Cade.Barnes@dtaa.com,SoftwareEngineer,Chava Ursa Dotson
05/01/2017,Pearl Stella Silva,PSS0935,Pearl.Stella.Silva@dtaa.com,ProductionLineWorker,Theodore Upton Barry
05/01/2017,Maxwell Driscoll Gross,MDG0601,Maxwell.Driscoll.Gross@dtaa.com,Technician,Amethyst Suki Norris
05/01/2017,Drake Fletcher French,DFF0273,Drake.Fletcher.French@dtaa.com,Technician,Melissa Ruby Knight
05/01/2017,Mari Jamalia Owen,MJO0963,Mari.Jamalia.Owen@dtaa.com,IndustrialEngineer,Desiree Claudia Booth
05/01/2017,Rogan August Reed,RAR0547,Rogan.August.Reed@dtaa.com,ProductionLineWorker,Herrod Len Parker
05/01/2017,McKenzie Unity Tran,MUT0603,McKenzie.Unity.Tran@dtaa.com,Technician,Amethyst Suki Norris
05/01/2017,Nicole Karina Brock,NKB0411,Nicole.Karina.Brock@dtaa.com,ElectricalEngineer,Edan Quinn Randolph
05/01/2017,Ocean Clementine Long,OCL0135,Ocean.Clementine.Long@dtaa.com,Engineer,Suki Ginger Estes
05/01/2017,Serina Ginger Nielsen,SGN0512,Serina.Ginger.Nielsen@dtaa.com,Physicist,Yeo Xyla Garner
05/01/2017,Yolanda Quynn Horne,YQH0930,Yolanda.Quynn.Horne@dtaa.com,ProductionLineWorker,Theodore Upton Barry
05/01/2017,Dillon Benjamin Valenzuela,DBV0277,Dillon.Benjamin.Valenzuela@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
05/01/2017,Genevieve Rhoda Barber,GRB0058,Genevieve.Rhoda.Barber@dtaa.com,SoftwareEngineer,Vaughan Emery Paul
05/01/2017,Blake Noble Terrell,BNT0819,Blake.Noble.Terrell@dtaa.com,Salesman,Dennis Carson Mendoza
05/01/2017,Athena Sylvia Russo,ASR0889,Athena.Sylvia.Russo@dtaa.com,Mathematician,Kasper Thomas Shelton
05/01/2017,Jada Quinn Vang,JQV0922,Jada.Quinn.Vang@dtaa.com,ProductionLineWorker,Theodore Upton Barry
05/01/2017,Leo Edward Hopkins,LEH0789,Leo.Edward.Hopkins@dtaa.com,ProductionLineWorker,Hector Davis Ellison
05/01/2017,Leah Molly Tate,LMT0062,Leah.Molly.Tate@dtaa.com,ComputerProgrammer,Carl Scott Hooper
05/01/2017,Theodore Upton Barry,TUB0881,Theodore.Upton.Barry@dtaa.com,AssemblySupervisor,Gisela Jeanette Watkins
05/01/2017,Jessamine Zelenia Alvarado,JZA0447,Jessamine.Zelenia.Alvarado@dtaa.com,Salesman,Bo Mira Dillard
05/01/2017,Edan Colton Richards,ECR0818,Edan.Colton.Richards@dtaa.com,ProductionLineWorker,Hector Davis Ellison
05/01/2017,Howard Jonathan Contreras,HJC0591,Howard.Jonathan.Contreras@dtaa.com,Salesman,Nicole Maris Valentine
05/01/2017,Azalia Inez Benton,AIB0005,Azalia.Inez.Benton@dtaa.com,VicePresident,Kaden Tarik Giles
