{E5K2-X1XR04BL-0415LBDY},05/02/2017 08:52:18,Carson.Caesar.Olson@dtaa.com,Caesar.Zeus.Black@dtaa.com,25166,0
{V6M4-E1VS49FQ-8861CAUW},05/02/2017 09:00:30,Jaquelyn.Yoshi.Mckinney@dtaa.com,Whilemina.Shafira.Perry@dtaa.com,39522,0
{T4G1-F3JE01MG-9013RTDZ},05/02/2017 10:15:34,Prescott.Anthony.Whitley@dtaa.com,Whilemina.Shafira.Perry@dtaa.com,29597,0
{L4S3-E9JI98NJ-9589LSHD},05/02/2017 11:28:25,Tanek.Coby.Rodriguez@msn.com,Whilemina.Shafira.Perry@dtaa.com,19977,0
{P9O2-U7ZW40GW-4245KFLP},05/02/2017 11:51:54,Taylor.Samantha.Torres@dtaa.com;Eve.Skyler.Nelson@dtaa.com;Hector.Martin.Daugherty@dtaa.com;Whitney.Ivy.Santos@northropgrumman.com,Ann.Hannah.Dickerson@dtaa.com,20232,1
{M7K3-F4VS99DL-1806TPRV},05/02/2017 12:00:38,Jaquelyn.Yoshi.Mckinney@dtaa.com;Jerry.Vincent.Shepherd@dtaa.com,Whilemina.Shafira.Perry@dtaa.com,42936,0
{P6L9-I2UW07VA-3171FKMC},05/02/2017 12:17:40,Ebony.Sandra.Bush@dtaa.com,Lucian.Rajah.Lloyd@dtaa.com,14762,0
{B7U5-J2GE67IG-5994ZYJS},05/02/2017 13:02:41,Jaquelyn.Yoshi.Mckinney@dtaa.com;Tanek.Coby.Rodriguez@msn.com;Hedwig.Hadley.Day@boeing.com,Whilemina.Shafira.Perry@dtaa.com,59194,0
{H2Y7-R6FZ90YZ-9094NKDN},05/02/2017 13:22:37,Daquan.Wesley.Mcknight@dtaa.com,Kenyon.Arthur.Kent@dtaa.com,20430,0
{J4R9-P5JD02FD-7930FPXT},05/02/2017 13:52:30,Damon.Hyatt.Boyle@dtaa.com,Ria.Hiroko.Barnes@dtaa.com,36625,0
{Z6Q6-R9OC21FP-6580QTTP},05/02/2017 16:14:20,Josephine.Sylvia.Parsons@dtaa.com,Kenyon.Arthur.Kent@dtaa.com,32395,0
{Z3F9-S7EA01DY-0593YFWX},05/02/2017 18:21:03,Kelly.Hashim.Carr@dtaa.com,Ryder.Benjamin.Salas@dtaa.com,22953,0
{Z0Z1-Q7VJ19AW-5313YGOG},05/03/2017 07:24:21,Craig.Duncan.Moreno@dtaa.com;Davis.James.Whitney@dtaa.com;Raymond.Nehru.Craft@hotmail.com,Paki.Jason.Emerson@dtaa.com,32586,0
{N6Q6-T0LO12VT-9949MBAI},05/03/2017 07:31:54,Mohammad.Armando.Vega@dtaa.com;Ciara.Wynne.Acevedo@dtaa.com,Damon.Hyatt.Boyle@dtaa.com,28458,0
{H2M4-U1AU03ZD-0748GISM},05/03/2017 07:43:43,Palmer.Ahmed.Sutton@dtaa.com,Megan.Brynn.Snyder@dtaa.com,54803,0
{T3H4-G8OD36SM-6893AQOF},05/03/2017 07:51:05,Kendall.Lynn.Hatfield@dtaa.com;Lillith.Chanda.Delgado@dtaa.com,Jane.Erica.Davis@dtaa.com,32932,0
{M8V1-F2FL03RH-9195BSTY},05/03/2017 07:51:46,Eden.Bernard.Strickland@dtaa.com,Lillith.Chanda.Delgado@dtaa.com,27671,0
{Q6O8-D1GL60NZ-6192SUNT},05/03/2017 07:52:26,Cadman.Forrest.Kirk@hotmail.com,Lillith.Chanda.Delgado@dtaa.com,28458,0
{Q6L6-O8OU12LD-1726RJCI},05/03/2017 07:55:24,Jacob.Dennis.Briggs@dtaa.com;Sybill.Savannah.Ellis@dtaa.com,Francesca.Kylie.Russo@dtaa.com,25357,1
{M7G8-S4QE81TU-8245CFWV},05/03/2017 07:59:23,Basil.Shad.Schwartz@dtaa.com;Jermaine.Clarke.Barnett@dtaa.com,Paki.Jason.Emerson@dtaa.com,46954,0
{X4C8-Q2ER38CR-8047YCOI},05/03/2017 08:03:56,Casey.Adena.Butler@dtaa.com,Damon.Hyatt.Boyle@dtaa.com,46954,0
{K0S7-I9YC52XU-3009CWLD},05/03/2017 08:11:25,Lillith.Chanda.Delgado@dtaa.com,Casey.Adena.Butler@dtaa.com,28249,0
{E4M3-X9MG59UP-4184NIGD},05/03/2017 08:13:49,Denise.Serina.Le@dtaa.com,Kevyn.Frances.Brennan@dtaa.com,28155,0
{T8X0-Y9LY31ZC-0743ZDLU},05/03/2017 08:15:39,Palmer.Ahmed.Sutton@dtaa.com;Kirsten.Faith.Drake@dtaa.com,Tara.Elizabeth.Chen@dtaa.com,46954,0
{H9J7-C2IH87PN-6929KMGV},05/03/2017 08:16:51,Burke.Logan.Ratliff@raytheon.com,Kelly.Hashim.Carr@dtaa.com,14985,3
{Z1L2-S9ED68AV-9263IMPH},05/03/2017 08:22:09,Craig.Duncan.Moreno@dtaa.com,Noah.Perry.Bolton@dtaa.com,38609,0
{F8P6-Q5ML83PL-8022STYA},05/03/2017 08:27:30,Jaden.Geraldine.Mcknight@hotmail.com,Megan.Brynn.Snyder@dtaa.com,19870,1
{K2M8-F8QI49SV-6034BIZU},05/03/2017 08:28:33,Noah.Perry.Bolton@dtaa.com;Brynn.Melanie.Bright@yahoo.com,Sarah.Bryar.Whitfield@dtaa.com,22758,0
{J8D3-L6TY90SP-3745IGAT},05/03/2017 08:29:19,Ann.Hannah.Dickerson@dtaa.com;Denise.Serina.Le@dtaa.com;Gisela.Jeanette.Watkins@dtaa.com;Desiree.Claudia.Booth@dtaa.com,Lillith.Sade.England@dtaa.com,25357,1
{W3U1-Z6MA75ML-3965JTGW},05/03/2017 08:30:27,Carson.Caesar.Olson@dtaa.com,Callie.Sierra.Gates@dtaa.com,20986,1
{X5K8-D1JI72JJ-6081XSFQ},05/03/2017 08:31:25,Giacomo.Russell.Moreno@dtaa.com;Dominic.Zeph.Johns@dtaa.com,Anthony.Reece.Mckay@dtaa.com,23090,0
{B3P7-R7GL19NJ-8834YKCB},05/03/2017 08:31:44,Jaquelyn.Yoshi.Mckinney@dtaa.com,Whilemina.Shafira.Perry@dtaa.com,27515,0
{L9V8-X1PC27DL-3259UPSB},05/03/2017 08:36:37,Carson.Caesar.Olson@dtaa.com,Callie.Sierra.Gates@dtaa.com,19811,2
{R0Z9-C8RU83LM-1888DHTE},05/03/2017 08:39:11,Halee.Autumn.Craft@dtaa.com;Jackson.Victor.Mays@dtaa.com,Conan.Burton.Blackburn@dtaa.com,19870,1
{I7N1-M3SR20KV-0534WEPD},05/03/2017 08:41:01,Vaughan.Cade.Wolfe@aol.com,Dominic.Zeph.Johns@dtaa.com,26460,0
{F6M8-S3ST38ND-0934BNNF},05/03/2017 08:41:16,Rowan.Yael.Leon@dtaa.com;Kelsey.Olivia.Mosley@dtaa.com;Daquan.Kevin.Berg@dtaa.com,Megan.Brynn.Snyder@dtaa.com,22758,0
{T0O8-T9XS05BB-8367GGUH},05/03/2017 08:45:20,Jarrod.Jonas.Bentley@hp.com,Palmer.Ahmed.Sutton@dtaa.com,23090,2
{I3R8-N4FA50RS-2177GCJJ},05/03/2017 08:48:01,Fiona.Phyllis.Swanson@dtaa.com;Sonia.Nerea.Love@dtaa.com,Dane.Vladimir.Schmidt@dtaa.com,23090,4
{S1Z1-N5VI66ZT-8304BGNQ},05/03/2017 08:48:26,Silas.Hop.Walker@dtaa.com,Lillith.Chanda.Delgado@dtaa.com,26202,0
{B0D3-Y4XS27EY-8377RVKH},05/03/2017 08:50:28,Hanae.Rhiannon.Lindsey@dtaa.com;Anthony.Reece.Mckay@dtaa.com;Hu.Duncan.Rojas@dtaa.com;Rina.Bianca.Velasquez@dtaa.com,Moses.Quincy.Finch@dtaa.com,35007,2
{S9F1-M6BZ24WR-2739PELT},05/03/2017 08:51:29,Chancellor.Cody.Douglas@dtaa.com;Tyler.Damian.Boyd@dtaa.com;Mufutau.Kadeem.Dickson@dtaa.com,Raphael.Jarrod.Hammond@dtaa.com,23341,0
{G3O3-X3WE18QJ-0341CNPC},05/03/2017 08:52:35,Cedric.Cyrus.Harrison@dtaa.com,Mari.Jamalia.Owen@dtaa.com,26460,0
{G0Q9-J7IA92RJ-4332OWHE},05/03/2017 08:52:40,Hamilton.Chase.Hernandez@optonline.net,Damon.Hyatt.Boyle@dtaa.com,28249,0
{A4N5-W1TO09FB-3052FANI},05/03/2017 08:54:47,Francesca.Kylie.Russo@dtaa.com,Axel.Xerxes.Chapman@dtaa.com,30207,0
{E4B3-I8WV58NB-8282TWVY},05/03/2017 08:58:14,George.Tad.Foster@dtaa.com;Halee.Autumn.Craft@dtaa.com,Edan.Quinn.Randolph@dtaa.com,35881,0
{T4O9-B9ZK60JA-7834AUUA},05/03/2017 08:58:16,Octavius.Ulric.Sexton@dtaa.com;Ruth.Daphne.Carver@dtaa.com;Ciara.Wynne.Acevedo@dtaa.com,Len.Zachery.Vaughn@dtaa.com,23341,0
{C3D3-J4SU25OY-3550QPNX},05/03/2017 09:04:26,Amethyst.Ocean.Whitley@dtaa.com,Halee.Morgan.Wilkins@dtaa.com,23063,0
{Q2N7-X5XM34OF-3303UKEL},05/03/2017 09:04:36,Minerva.Maya.Mcintyre@dtaa.com,Garrison.George.Guerrero@dtaa.com,32586,0
{B9A3-B6XE90RS-1220UWCK},05/03/2017 09:07:49,Garrison.Burke.Richards@dtaa.com,Hector.Martin.Daugherty@dtaa.com,18407,0
{A5G5-V3RG35BA-1011VMMY},05/03/2017 09:09:38,Dominic.Zeph.Johns@dtaa.com;Odessa.Hayley.Quinn@dtaa.com;Dakota.Bradley.Torres@earthlink.net,Dora.Kiara.Pearson@dtaa.com,19870,0
{N2V0-M7WW03XI-4095WZKA},05/03/2017 09:17:51,Paloma.Haviva.Henry@dtaa.com,Levi.Keegan.Foley@dtaa.com,15032,0
{S2I0-P1UI52RY-9687QAIE},05/03/2017 09:18:11,Chancellor.Cody.Douglas@dtaa.com;Meredith.Sonya.Pratt@dtaa.com,Bruno.Jakeem.England@dtaa.com,19870,0
{I5T9-Y1VN61DW-2146ZQAF},05/03/2017 09:20:27,Bert.Kieran.Mccullough@comcast.net,Levi.Keegan.Foley@dtaa.com,24769,0
{Q5F0-A0DC26RN-5429TDOV},05/03/2017 09:23:15,Ila.Penelope.Hobbs@boeing.com,Francesca.Kylie.Russo@dtaa.com,36904,0
{A7M3-O2YV79UY-8008RBNO},05/03/2017 09:26:30,Hunter.Stephen.Slater@dtaa.com,Philip.Isaiah.Best@dtaa.com,22447,0
{Z5H3-J9XM63IV-3801MGYG},05/03/2017 09:30:58,Nerea.Joy.Richardson@dtaa.com;Kelly.Hashim.Carr@dtaa.com,Ryder.Benjamin.Salas@dtaa.com,42785,0
{P2W3-B4AW24DY-5966KFSR},05/03/2017 09:33:20,Colton.Levi.Smith@yahoo.com,Ruth.Daphne.Carver@dtaa.com,21958,0
{W9O6-T8HJ16PG-2780OMQE},05/03/2017 09:34:22,Damon.Hyatt.Boyle@dtaa.com,Castor.Chaim.Combs@dtaa.com,27368,0
{J7R8-N9NC67XF-9636NXTZ},05/03/2017 09:34:22,Perry.Griffin.Key@dtaa.com,Hector.Martin.Daugherty@dtaa.com,26839,0
{B0K0-P1CV08HJ-5604PQFM},05/03/2017 09:36:33,Levi.Keegan.Foley@dtaa.com,Ina.Karyn.Wilkerson@dtaa.com,46954,0
{R8G6-M5LZ26IK-9098BUJW},05/03/2017 09:37:30,Quynn.Rylee.Hood@dtaa.com,Palmer.Ahmed.Sutton@dtaa.com,26460,1
{D1V9-U5JK05II-5900JSRM},05/03/2017 09:39:33,Barclay.Adrian.Weiss@dtaa.com;Raymond.Tucker.Holt@dtaa.com;Kelly.Hashim.Carr@dtaa.com;Denton.Casey.Meadows@dtaa.com,Cade.Ignatius.Mooney@dtaa.com,32586,0
{L8V5-H1GN45RO-5201LKVH},05/03/2017 09:40:58,Kelly.Hashim.Carr@dtaa.com;Magee.John.Phelps@harris.com,Uta.Jayme.Brennan@dtaa.com,32586,7
{B8V9-X1LU50WE-2458GWML},05/03/2017 09:45:56,Adele.Jorden.Preston@dtaa.com;Kenyon.Arthur.Kent@dtaa.com,Hakeem.Herman.Buck@dtaa.com,23090,1
{O6X7-F3XS58GY-7663SZTF},05/03/2017 09:48:20,Hector.Martin.Daugherty@dtaa.com,Chase.Jakeem.Manning@dtaa.com,38609,0
{O9L2-Z0YA54CL-7421SWIN},05/03/2017 09:50:27,Stella.Ursula.Velasquez@dtaa.com;Christen.Tashya.Rodgers@dtaa.com,Noah.Perry.Bolton@dtaa.com,19870,1
{C9T5-U2SF25XE-8017YAWO},05/03/2017 09:51:25,Lysandra.Tamara.Bishop@netzero.com;Barbara.Ifeoma.Blanchard@earthlink.net,Kenyon.Arthur.Kent@dtaa.com,40992,0
{Z0U0-J4YL02QH-2268GKGM},05/03/2017 09:52:07,Damon.Hyatt.Boyle@dtaa.com,Castor.Chaim.Combs@dtaa.com,25335,0
{E8K1-X0NY63MA-7074GBMN},05/03/2017 10:01:31,Raja.Holmes.Tyler@dtaa.com,Garrison.George.Guerrero@dtaa.com,26202,0
{Y1H7-Q3XV67AN-4161LTLG},05/03/2017 10:02:55,Kendall.Lynn.Hatfield@dtaa.com;Lillith.Chanda.Delgado@dtaa.com,Mohammad.Armando.Vega@dtaa.com,23867,0
{F3J2-L5SE68RV-6295BKHK},05/03/2017 10:03:56,Jermaine.Clarke.Barnett@dtaa.com;Stephen.Timothy.Waters@dtaa.com,Paki.Jason.Emerson@dtaa.com,45284,0
{H2O1-R2BP16MU-0356YGWD},05/03/2017 10:04:10,Stephen.Timothy.Waters@dtaa.com;Levi.Keegan.Foley@dtaa.com,Ina.Karyn.Wilkerson@dtaa.com,32914,0
{T7Y1-U1UL13AM-9418MVAC},05/03/2017 10:07:14,Cedric.Cyrus.Harrison@dtaa.com,Venus.Bethany.Macdonald@dtaa.com,22758,0
{V7B1-O9BC71KG-6552HZJL},05/03/2017 10:08:07,Philip.Isaiah.Best@dtaa.com,Ray.Norman.Morton@dtaa.com,32597,0
{H5H9-Y0HA67KD-8154VHZT},05/03/2017 10:13:43,Rigel.Dominic.Bowman@dtaa.com,Garrison.George.Guerrero@dtaa.com,27671,0
{U2F5-D2IR16JN-8609JIGR},05/03/2017 10:14:45,Desiree.Claudia.Booth@dtaa.com,Cedric.Cyrus.Harrison@dtaa.com,26460,0
{V8A0-G3MR63PW-8230RTXM},05/03/2017 10:15:24,Noah.Perry.Bolton@dtaa.com;Stella.Ursula.Velasquez@dtaa.com,Christian.Thomas.Copeland@dtaa.com,23632,0
{C3U8-J8MG05FK-5198KVBO},05/03/2017 10:18:24,Nadine.Anjolie.Gregory@dtaa.com;Ima.Quintessa.Williams@dtaa.com;Iliana.Iris.Mcclure@aol.com,Audra.Madonna.Tran@dtaa.com,27478,2
{K7F5-B5PI45LB-8131UOXY},05/03/2017 10:21:44,Wang.Jin.Singleton@boeing.com,Shellie.Medge.Jefferson@dtaa.com,22447,0
{S9T9-R0VZ16DN-8186BCAT},05/03/2017 10:27:07,Jackson.Victor.Mays@dtaa.com;Autumn.Sara.Snider@dtaa.com;Halee.Autumn.Craft@dtaa.com;Vaughan.Colorado.Bass@hp.com,Ivan.Tanek.Garrison@dtaa.com,19870,0
{A1X8-W8QE71VG-5125UXYW},05/03/2017 10:30:58,Rhona.Aretha.Sykes@dtaa.com,Palmer.Ahmed.Sutton@dtaa.com,54803,0
{B9Y2-L9ML89DM-7759OMCP},05/03/2017 10:34:31,Kendall.Lynn.Hatfield@dtaa.com;Eden.Bernard.Strickland@dtaa.com,Levi.Keegan.Foley@dtaa.com,23341,1
{H7O0-H8OM25NR-4494XNLM},05/03/2017 10:42:35,Rowan.Yael.Leon@dtaa.com,Megan.Brynn.Snyder@dtaa.com,38609,0
{H6V4-R0OL80MB-0275PIGP},05/03/2017 10:48:29,Raven.Shellie.Owen@dtaa.com,Palmer.Ahmed.Sutton@dtaa.com,34930,0
{H8S0-J5FZ10QC-8823HHHM},05/03/2017 10:51:02,Zorita.Kylee.Carr@dtaa.com,Levi.Keegan.Foley@dtaa.com,41622,0
{H7W1-N7PP03FM-0297LHHO},05/03/2017 10:52:00,Cameran.Cally.Rodriquez@dtaa.com;Stephanie.Giselle.Soto@comcast.net,Garrison.George.Guerrero@dtaa.com,23867,0
{B9S9-L5IM19AP-8428SUSM},05/03/2017 10:58:40,Dominic.Zeph.Johns@dtaa.com;Dane.Vladimir.Schmidt@dtaa.com,Aidan.Hilel.Morton@dtaa.com,22758,0
{B2J7-F6LJ95LH-2221ATIR},05/03/2017 10:59:59,Kelly.Hashim.Carr@dtaa.com,Denton.Casey.Meadows@dtaa.com,32586,1
{X0Q1-V7QZ52AE-8954SDYC},05/03/2017 11:00:55,Ross.Dean.Sharpe@dtaa.com,Francesca.Kylie.Russo@dtaa.com,17672,0
{L2V9-X0KJ20BD-0527VMFD},05/03/2017 11:03:23,Amir.August.Roy@dtaa.com;Lillith.Chanda.Delgado@dtaa.com,Tashya.Adria.Fowler@dtaa.com,32586,0
{G7L9-Q8GD13WT-1225CLCI},05/03/2017 11:04:12,Amy.Cara.Reid@dtaa.com;Lila.Brooke.Mann@dtaa.com;Halee.Morgan.Wilkins@dtaa.com,Cassady.Riley.Alvarez@dtaa.com,19990,2
{H6L8-U6RW35CT-6382UGZH},05/03/2017 11:07:29,Craig.Duncan.Moreno@dtaa.com;Melissa.Amena.Simon@msn.com,Noah.Perry.Bolton@dtaa.com,24727,0
{L1A9-E1RZ95AV-6578VITQ},05/03/2017 11:08:24,Stephanie.Giselle.Soto@comcast.net,Garrison.George.Guerrero@dtaa.com,23341,0
{Y3X9-S3QP65LP-5934LUAD},05/03/2017 11:17:53,Veronica.Alexa.David@dtaa.com,Giacomo.Hamilton.Giles@dtaa.com,21958,0
{C7M9-Z1OT39YG-7460LRKL},05/03/2017 11:18:14,Francesca.Kylie.Russo@dtaa.com,Ocean.Clementine.Long@dtaa.com,19870,0
{Y4L8-B9ML88OO-2237ZDWB},05/03/2017 11:21:09,Kelly.Hashim.Carr@dtaa.com,Chancellor.Cody.Douglas@dtaa.com,28249,0
{U9S1-T7FK48BL-6174OYBC},05/03/2017 11:21:10,Carson.Caesar.Olson@dtaa.com;Russell.Len.Carpenter@dtaa.com,Callie.Sierra.Gates@dtaa.com,40273,2
{S7Z7-Q0HQ80RA-5048LFGG},05/03/2017 11:22:04,Giacomo.Hamilton.Giles@dtaa.com,Octavia.Ella.Murray@dtaa.com,19870,0
{T0W3-M3LT30RW-2811CSPY},05/03/2017 11:23:26,Chadwick.Valentine.Roy@dtaa.com;Jasper.Lamar.Spence@dtaa.com;Kelly.Hashim.Carr@dtaa.com,Guy.Quamar.Griffin@dtaa.com,34847,1
{W4C0-A0FW99YF-6426OXNO},05/03/2017 11:28:29,Cameran.Cally.Rodriquez@dtaa.com;Garrison.George.Guerrero@dtaa.com,Kitra.Jenette.Patel@dtaa.com,19579,0
{F1T0-D1IR70JI-3181TQRU},05/03/2017 11:40:41,Christian.James.Rutledge@dtaa.com,Chancellor.Cody.Douglas@dtaa.com,28458,0
{L8Y7-C0YQ06JG-1245DIMU},05/03/2017 11:47:38,Halee.Morgan.Wilkins@dtaa.com;Britanni.Josephine.Garrett@dtaa.com;John.Xavier.Duffy@dtaa.com;Lucius.Ciaran.Hodge@netzero.com,Burton.Isaiah.Blevins@dtaa.com,23090,0
{O9Q1-C0TB15OA-9974DZGR},05/03/2017 11:47:41,Thane.Chaney.Franklin@dtaa.com;Noah.Perry.Bolton@dtaa.com;Cherokee.Germane.Stokes@dtaa.com,Evelyn.Xena.Santana@dtaa.com,36857,0
{G6W7-A5XR18QV-5583QEAL},05/03/2017 11:54:54,Vladimir.Uriel.Barker@dtaa.com,Paki.Jason.Emerson@dtaa.com,34847,0
{X0B2-E0XA68NK-9329CIOW},05/03/2017 11:55:39,Dominic.Zeph.Johns@dtaa.com,Suki.Noelle.Savage@dtaa.com,38609,0
{C1Y0-K4CJ53DM-9123ADKY},05/03/2017 11:59:12,Adele.Jorden.Preston@dtaa.com;Kenyon.Arthur.Kent@dtaa.com;Chloe.Darrel.Hobbs@dtaa.com,Hakeem.Herman.Buck@dtaa.com,19870,1
{J8F0-P3ZL86GC-7524XKXQ},05/03/2017 12:00:17,Chancellor.Cody.Douglas@dtaa.com;Garrett.Nehru.Gordon@dtaa.com;Barclay.Adrian.Weiss@dtaa.com,Guy.Quamar.Griffin@dtaa.com,32914,0
{O5P9-A9NL19BS-3929KJUC},05/03/2017 12:01:33,Carson.Caesar.Olson@dtaa.com,Callie.Sierra.Gates@dtaa.com,29026,0
{F9N1-N5XP42QB-8521IWAV},05/03/2017 12:05:37,Basil.Shad.Schwartz@dtaa.com,Levi.Keegan.Foley@dtaa.com,26202,0
{U3S7-L1IU20KW-3162ARSR},05/03/2017 12:12:47,Basil.Shad.Schwartz@dtaa.com;Kylynn.Hadley.Sloan@northropgrumman.com,Levi.Keegan.Foley@dtaa.com,34847,0
{K6K4-Q7SD78OU-8045FUSM},05/03/2017 12:19:28,Odessa.Hanna.Estrada@dtaa.com,Megan.Brynn.Snyder@dtaa.com,23090,1
{R4W0-D5KM55VD-7661YHRZ},05/03/2017 12:30:28,Halee.Morgan.Wilkins@dtaa.com,Todd.Amir.Cote@dtaa.com,22447,0
{B0C4-U5YH95TZ-0294HMIU},05/03/2017 12:32:02,Desiree.Claudia.Booth@dtaa.com,Cedric.Cyrus.Harrison@dtaa.com,34930,0
{A6V2-V2QQ72IA-5347AJPK},05/03/2017 12:32:50,Amy.Cara.Reid@dtaa.com;Iris.Yeo.Frye@dtaa.com,Halee.Morgan.Wilkins@dtaa.com,34919,2
{X5R6-C5FJ50XT-3193ERAS},05/03/2017 12:34:51,Evelyn.Xena.Santana@dtaa.com;Constance.Fiona.Bryan@dtaa.com;Howard.Blaze.Burgess@verizon.net,Noah.Perry.Bolton@dtaa.com,23090,3
{N2J3-L4UX43XV-8376ECRG},05/03/2017 12:38:20,Chaney.Sean.Fuentes@dtaa.com,Olga.Jane.Bonner@dtaa.com,24212,0
{Y6W7-V4RT64HF-6243ZZAN},05/03/2017 13:01:42,Orli.Veda.Weber@dtaa.com;Martin.Jonathan.Martin@dtaa.com,Ashely.Violet.Joyner@dtaa.com,37876,0
{M6P4-U0MV51MX-7990WJMO},05/03/2017 13:06:19,Damon.Hyatt.Boyle@dtaa.com,Castor.Chaim.Combs@dtaa.com,24465,0
{O3H5-N8XH91VY-3899VUNA},05/03/2017 13:06:23,Anastasia.Tashya.Trevino@dtaa.com,Halee.Autumn.Craft@dtaa.com,54803,0
{B4G9-P0CX58WJ-8754AMCR},05/03/2017 13:06:52,Kelly.Hashim.Carr@dtaa.com;Barclay.Adrian.Weiss@dtaa.com;Jack.Nicolas.Christensen@dtaa.com,Quentin.Benjamin.Stout@dtaa.com,45284,2
{S8H5-A6WL75ZV-5283JBZX},05/03/2017 13:09:46,Castor.Chaim.Combs@dtaa.com,Lillith.Chanda.Delgado@dtaa.com,24769,0
{M5Q2-H3GE02ZV-3965EFZU},05/03/2017 13:16:41,Odessa.Hayley.Quinn@dtaa.com;Ruth.Daphne.Carver@dtaa.com;Kai.Quin.Pollard@comcast.net,Deborah.Zenaida.Blankenship@dtaa.com,26460,0
{K0R7-W4JU37FN-2481IKTF},05/03/2017 13:18:30,Christopher.Magee.Vaughn@comcast.net,Dane.Bert.Mcfadden@dtaa.com,21958,0
{L4O8-R2QQ09XG-2494WGPI},05/03/2017 13:21:34,Allen.Chandler.Stephenson@dtaa.com,Chancellor.Cody.Douglas@dtaa.com,41622,0
{U0G7-C8OU82QY-6546TSJO},05/03/2017 13:22:02,Cedric.Cyrus.Harrison@dtaa.com;Honorato.Kennedy.Knox@dtaa.com;Tad.Trevor.Cole@hp.com,Venus.Bethany.Macdonald@dtaa.com,23090,2
{Z9Y1-Q3JG86WN-1225AQVG},05/03/2017 13:22:36,Yvonne.Desiree.Gutierrez@dtaa.com;Carson.Caesar.Olson@dtaa.com,Quentin.Clinton.Thomas@dtaa.com,19870,2
