05/01/2017,Cedric Cyrus Harrison,CCH0959,Cedric.Cyrus.Harrison@dtaa.com,IndustrialEngineer,Desiree Claudia Booth
05/01/2017,Francesca Kylie Russo,FKR0134,Francesca.Kylie.Russo@dtaa.com,AdministrativeAssistant,Suki Ginger Estes
05/01/2017,Halee Autumn Craft,HAC0651,Halee.Autumn.Craft@dtaa.com,SoftwareEngineer,Gabriel Camden Joseph
05/01/2017,Kelly Hashim Carr,KHC0465,Kelly.Hashim.Carr@dtaa.com,Salesman,Bo Mira Dillard
05/01/2017,Philip Isaiah Best,PIB0855,Philip.Isaiah.Best@dtaa.com,Technician,Hunter Stephen Slater
06/01/2017,Simone Amber Owens,SAO0920,Simone.Amber.Owens@dtaa.com,ProductionLineWorker,Theodore Upton Barry
06/01/2017,Megan Brynn Snyder,MBS0355,Megan.Brynn.Snyder@dtaa.com,Physicist,Haviva Jada Molina
06/01/2017,Scarlett Kerry Charles,SKC0670,Scarlett.Kerry.Charles@dtaa.com,ProductionLineWorker,Abraham Perry Reyes
06/01/2017,Damon Hyatt Boyle,DHB0696,Damon.Hyatt.Boyle@dtaa.com,Salesman,Castor Chaim Combs
06/01/2017,Palmer Ahmed Sutton,PAS0349,Palmer.Ahmed.Sutton@dtaa.com,Mathematician,Haviva Jada Molina
06/01/2017,Chaney Sean Fuentes,CSF0929,Chaney.Sean.Fuentes@dtaa.com,ProductionLineWorker,Theodore Upton Barry
06/01/2017,Giacomo Hamilton Giles,GHG0667,Giacomo.Hamilton.Giles@dtaa.com,ProductionLineWorker,Abraham Perry Reyes
06/01/2017,Dane Bert Mcfadden,DBM0279,Dane.Bert.Mcfadden@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
06/01/2017,Halee Morgan Wilkins,HMW0274,Halee.Morgan.Wilkins@dtaa.com,MechanicalEngineer,Melissa Ruby Knight
06/01/2017,Jada Quinn Vang,JQV0922,Jada.Quinn.Vang@dtaa.com,ProductionLineWorker,Theodore Upton Barry
06/01/2017,Paki Jason Emerson,PJE0714,Paki.Jason.Emerson@dtaa.com,Salesman,Castor Chaim Combs
06/01/2017,Hector Martin Daugherty,HMD0974,Hector.Martin.Daugherty@dtaa.com,ElectricalEngineer,Ann Hannah Dickerson
06/01/2017,Lucian Rajah Lloyd,LRL0873,Lucian.Rajah.Lloyd@dtaa.com,Technician,Hunter Stephen Slater
06/01/2017,Levi Keegan Foley,LKF0701,Levi.Keegan.Foley@dtaa.com,Salesman,Castor Chaim Combs
06/01/2017,Ima Quintessa Williams,IQW0294,Ima.Quintessa.Williams@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
06/01/2017,Whilemina Shafira Perry,WSP0210,Whilemina.Shafira.Perry@dtaa.com,ITAdmin,Jaquelyn Yoshi Mckinney
06/01/2017,Justine Amy Lara,JAL0281,Justine.Amy.Lara@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
06/01/2017,Carson Caesar Olson,CCO0065,Carson.Caesar.Olson@dtaa.com,SoftwareEngineer,Carl Scott Hooper
06/01/2017,Shellie Medge Jefferson,SMJ0486,Shellie.Medge.Jefferson@dtaa.com,Technician,William Vernon Booth
06/01/2017,Noah Perry Bolton,NPB0217,Noah.Perry.Bolton@dtaa.com,Physicist,Evelyn Xena Santana
06/01/2017,Chancellor Cody Douglas,CCD0463,Chancellor.Cody.Douglas@dtaa.com,Salesman,Bo Mira Dillard
06/01/2017,Martin Jonathan Martin,MJM0080,Martin.Jonathan.Martin@dtaa.com,ElectricalEngineer,Jolene Martha Blake
06/01/2017,Denise Serina Le,DSL0441,Denise.Serina.Le@dtaa.com,ProductionLineWorker,Brenna Martha Russell
06/01/2017,Lillith Chanda Delgado,LCD0715,Lillith.Chanda.Delgado@dtaa.com,Salesman,Castor Chaim Combs
06/01/2017,Kenyon Arthur Kent,KAK0992,Kenyon.Arthur.Kent@dtaa.com,Mathematician,Josephine Sylvia Parsons
06/01/2017,Cedric Cyrus Harrison,CCH0959,Cedric.Cyrus.Harrison@dtaa.com,IndustrialEngineer,Desiree Claudia Booth
06/01/2017,Francesca Kylie Russo,FKR0134,Francesca.Kylie.Russo@dtaa.com,AdministrativeAssistant,Suki Ginger Estes
06/01/2017,Kelly Hashim Carr,KHC0465,Kelly.Hashim.Carr@dtaa.com,Salesman,Bo Mira Dillard
06/01/2017,Philip Isaiah Best,PIB0855,Philip.Isaiah.Best@dtaa.com,Technician,Hunter Stephen Slater
07/01/2017,Simone Amber Owens,SAO0920,Simone.Amber.Owens@dtaa.com,ProductionLineWorker,Theodore Upton Barry
07/01/2017,Megan Brynn Snyder,MBS0355,Megan.Brynn.Snyder@dtaa.com,Physicist,Haviva Jada Molina
07/01/2017,Damon Hyatt Boyle,DHB0696,Damon.Hyatt.Boyle@dtaa.com,Salesman,Castor Chaim Combs
07/01/2017,Palmer Ahmed Sutton,PAS0349,Palmer.Ahmed.Sutton@dtaa.com,Mathematician,Haviva Jada Molina
07/01/2017,Chaney Sean Fuentes,CSF0929,Chaney.Sean.Fuentes@dtaa.com,ProductionLineWorker,Theodore Upton Barry
07/01/2017,Dane Bert Mcfadden,DBM0279,Dane.Bert.Mcfadden@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
07/01/2017,Halee Morgan Wilkins,HMW0274,Halee.Morgan.Wilkins@dtaa.com,MechanicalEngineer,Melissa Ruby Knight
07/01/2017,Jada Quinn Vang,JQV0922,Jada.Quinn.Vang@dtaa.com,ProductionLineWorker,Theodore Upton Barry
07/01/2017,Paki Jason Emerson,PJE0714,Paki.Jason.Emerson@dtaa.com,Salesman,Castor Chaim Combs
07/01/2017,Hector Martin Daugherty,HMD0974,Hector.Martin.Daugherty@dtaa.com,ElectricalEngineer,Ann Hannah Dickerson
07/01/2017,Lucian Rajah Lloyd,LRL0873,Lucian.Rajah.Lloyd@dtaa.com,Technician,Hunter Stephen Slater
07/01/2017,Levi Keegan Foley,LKF0701,Levi.Keegan.Foley@dtaa.com,Salesman,Castor Chaim Combs
07/01/2017,Justine Amy Lara,JAL0281,Justine.Amy.Lara@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
07/01/2017,Shellie Medge Jefferson,SMJ0486,Shellie.Medge.Jefferson@dtaa.com,Technician,William Vernon Booth
07/01/2017,Noah Perry Bolton,NPB0217,Noah.Perry.Bolton@dtaa.com,Physicist,Evelyn Xena Santana
07/01/2017,Chancellor Cody Douglas,CCD0463,Chancellor.Cody.Douglas@dtaa.com,Salesman,Bo Mira Dillard
07/01/2017,Martin Jonathan Martin,MJM0080,Martin.Jonathan.Martin@dtaa.com,ElectricalEngineer,Jolene Martha Blake
07/01/2017,Denise Serina Le,DSL0441,Denise.Serina.Le@dtaa.com,ProductionLineWorker,Brenna Martha Russell
07/01/2017,Lillith Chanda Delgado,LCD0715,Lillith.Chanda.Delgado@dtaa.com,Salesman,Castor Chaim Combs
07/01/2017,Cedric Cyrus Harrison,CCH0959,Cedric.Cyrus.Harrison@dtaa.com,IndustrialEngineer,Desiree Claudia Booth
07/01/2017,Francesca Kylie Russo,FKR0134,Francesca.Kylie.Russo@dtaa.com,AdministrativeAssistant,Suki Ginger Estes
07/01/2017,Kelly Hashim Carr,KHC0465,Kelly.Hashim.Carr@dtaa.com,Salesman,Bo Mira Dillard
08/01/2017,Simone Amber Owens,SAO0920,Simone.Amber.Owens@dtaa.com,ProductionLineWorker,Theodore Upton Barry
08/01/2017,Megan Brynn Snyder,MBS0355,Megan.Brynn.Snyder@dtaa.com,Physicist,Haviva Jada Molina
08/01/2017,Damon Hyatt Boyle,DHB0696,Damon.Hyatt.Boyle@dtaa.com,Salesman,Castor Chaim Combs
08/01/2017,Dane Bert Mcfadden,DBM0279,Dane.Bert.Mcfadden@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
08/01/2017,Halee Morgan Wilkins,HMW0274,Halee.Morgan.Wilkins@dtaa.com,MechanicalEngineer,Melissa Ruby Knight
08/01/2017,Jada Quinn Vang,JQV0922,Jada.Quinn.Vang@dtaa.com,ProductionLineWorker,Theodore Upton Barry
08/01/2017,Paki Jason Emerson,PJE0714,Paki.Jason.Emerson@dtaa.com,Salesman,Castor Chaim Combs
08/01/2017,Hector Martin Daugherty,HMD0974,Hector.Martin.Daugherty@dtaa.com,ElectricalEngineer,Ann Hannah Dickerson
08/01/2017,Levi Keegan Foley,LKF0701,Levi.Keegan.Foley@dtaa.com,Salesman,Castor Chaim Combs
08/01/2017,Justine Amy Lara,JAL0281,Justine.Amy.Lara@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
08/01/2017,Shellie Medge Jefferson,SMJ0486,Shellie.Medge.Jefferson@dtaa.com,Technician,William Vernon Booth
08/01/2017,Noah Perry Bolton,NPB0217,Noah.Perry.Bolton@dtaa.com,Physicist,Evelyn Xena Santana
08/01/2017,Chancellor Cody Douglas,CCD0463,Chancellor.Cody.Douglas@dtaa.com,Salesman,Bo Mira Dillard
08/01/2017,Martin Jonathan Martin,MJM0080,Martin.Jonathan.Martin@dtaa.com,ElectricalEngineer,Jolene Martha Blake
08/01/2017,Denise Serina Le,DSL0441,Denise.Serina.Le@dtaa.com,ProductionLineWorker,Brenna Martha Russell
08/01/2017,Cedric Cyrus Harrison,CCH0959,Cedric.Cyrus.Harrison@dtaa.com,IndustrialEngineer,Desiree Claudia Booth
08/01/2017,Francesca Kylie Russo,FKR0134,Francesca.Kylie.Russo@dtaa.com,AdministrativeAssistant,Suki Ginger Estes
08/01/2017,Kelly Hashim Carr,KHC0465,Kelly.Hashim.Carr@dtaa.com,Salesman,Bo Mira Dillard
09/01/2017,Simone Amber Owens,SAO0920,Simone.Amber.Owens@dtaa.com,ProductionLineWorker,Theodore Upton Barry
09/01/2017,Megan Brynn Snyder,MBS0355,Megan.Brynn.Snyder@dtaa.com,Physicist,Haviva Jada Molina
09/01/2017,Damon Hyatt Boyle,DHB0696,Damon.Hyatt.Boyle@dtaa.com,Salesman,Castor Chaim Combs
09/01/2017,Dane Bert Mcfadden,DBM0279,Dane.Bert.Mcfadden@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
09/01/2017,Halee Morgan Wilkins,HMW0274,Halee.Morgan.Wilkins@dtaa.com,MechanicalEngineer,Melissa Ruby Knight
09/01/2017,Jada Quinn Vang,JQV0922,Jada.Quinn.Vang@dtaa.com,ProductionLineWorker,Theodore Upton Barry
09/01/2017,Hector Martin Daugherty,HMD0974,Hector.Martin.Daugherty@dtaa.com,ElectricalEngineer,Ann Hannah Dickerson
09/01/2017,Levi Keegan Foley,LKF0701,Levi.Keegan.Foley@dtaa.com,Salesman,Castor Chaim Combs
09/01/2017,Shellie Medge Jefferson,SMJ0486,Shellie.Medge.Jefferson@dtaa.com,Technician,William Vernon Booth
09/01/2017,Chancellor Cody Douglas,CCD0463,Chancellor.Cody.Douglas@dtaa.com,Salesman,Bo Mira Dillard
09/01/2017,Martin Jonathan Martin,MJM0080,Martin.Jonathan.Martin@dtaa.com,ElectricalEngineer,Jolene Martha Blake
09/01/2017,Denise Serina Le,DSL0441,Denise.Serina.Le@dtaa.com,ProductionLineWorker,Brenna Martha Russell
09/01/2017,Cedric Cyrus Harrison,CCH0959,Cedric.Cyrus.Harrison@dtaa.com,IndustrialEngineer,Desiree Claudia Booth
09/01/2017,Francesca Kylie Russo,FKR0134,Francesca.Kylie.Russo@dtaa.com,AdministrativeAssistant,Suki Ginger Estes
09/01/2017,Kelly Hashim Carr,KHC0465,Kelly.Hashim.Carr@dtaa.com,Salesman,Bo Mira Dillard
10/01/2017,Simone Amber Owens,SAO0920,Simone.Amber.Owens@dtaa.com,ProductionLineWorker,Theodore Upton Barry
10/01/2017,Megan Brynn Snyder,MBS0355,Megan.Brynn.Snyder@dtaa.com,Physicist,Haviva Jada Molina
10/01/2017,Damon Hyatt Boyle,DHB0696,Damon.Hyatt.Boyle@dtaa.com,Salesman,Castor Chaim Combs
10/01/2017,Dane Bert Mcfadden,DBM0279,Dane.Bert.Mcfadden@dtaa.com,ProductionLineWorker,Nadine Anjolie Gregory
10/01/2017,Halee Morgan Wilkins,HMW0274,Halee.Morgan.Wilkins@dtaa.com,MechanicalEngineer,Melissa Ruby Knight
10/01/2017,Hector Martin Daugherty,HMD0974,Hector.Martin.Daugherty@dtaa.com,ElectricalEngineer,Ann Hannah Dickerson
10/01/2017,Shellie Medge Jefferson,SMJ0486,Shellie.Medge.Jefferson@dtaa.com,Technician,William Vernon Booth
10/01/2017,Francesca Kylie Russo,FKR0134,Francesca.Kylie.Russo@dtaa.com,AdministrativeAssistant,Suki Ginger Estes
